paper_id,class_label,degree
8594,Rule_Learning,8
8617,Neural_Networks,5
8619,Neural_Networks,2
8687,Rule_Learning,2
8696,Theory,2
8699,Theory,2
8703,Rule_Learning,15
8766,Rule_Learning,1
8821,Case_Based,2
8832,Case_Based,1
8865,Genetic_Algorithms,7
8872,Reinforcement_Learning,8
8874,Genetic_Algorithms,7
8875,Genetic_Algorithms,5
8961,Reinforcement_Learning,2
9513,Theory,1
9515,Theory,3
9559,Rule_Learning,2
9581,Probabilistic_Methods,2
9586,Genetic_Algorithms,2
9708,Case_Based,5
9716,Theory,3
10169,Theory,19
10174,Theory,1
10177,Theory,15
10183,Case_Based,10
10186,Theory,1
10430,Case_Based,2
10435,Case_Based,6
10531,Neural_Networks,11
10793,Theory,0
10796,Case_Based,14
10798,Case_Based,11
10981,Neural_Networks,2
11093,Probabilistic_Methods,1
11148,Rule_Learning,4
11325,Rule_Learning,0
11326,Theory,1
11335,Rule_Learning,9
11337,Theory,1
11339,Theory,5
11342,Theory,3
12155,Theory,1
12158,Theory,2
12165,Theory,2
12169,Theory,3
12182,Theory,20
12194,Theory,1
12195,Theory,8
12197,Theory,3
12198,Theory,6
12199,Theory,2
12210,Theory,7
12211,Theory,1
12238,Theory,4
12247,Theory,2
12275,Neural_Networks,0
12330,Neural_Networks,9
12337,Neural_Networks,6
12347,Neural_Networks,2
12350,Theory,19
12359,Neural_Networks,3
12439,Neural_Networks,3
12558,Genetic_Algorithms,0
12576,Genetic_Algorithms,19
12631,Neural_Networks,8
12638,Neural_Networks,7
12946,Probabilistic_Methods,0
12960,Theory,0
13024,Rule_Learning,1
13136,Neural_Networks,2
13193,Reinforcement_Learning,2
13195,Reinforcement_Learning,3
13205,Reinforcement_Learning,2
13208,Reinforcement_Learning,2
13212,Neural_Networks,7
13213,Reinforcement_Learning,2
13269,Probabilistic_Methods,1
13652,Neural_Networks,3
13654,Neural_Networks,4
13656,Neural_Networks,1
13658,Neural_Networks,7
13686,Neural_Networks,4
13717,Rule_Learning,3
13885,Neural_Networks,5
13917,Reinforcement_Learning,1
13960,Reinforcement_Learning,0
13966,Reinforcement_Learning,1
13972,Reinforcement_Learning,2
13982,Theory,1
14062,Genetic_Algorithms,11
14083,Neural_Networks,1
14090,Probabilistic_Methods,2
14428,Probabilistic_Methods,6
14429,Probabilistic_Methods,6
14430,Probabilistic_Methods,7
14431,Probabilistic_Methods,1
14529,Case_Based,4
14531,Case_Based,6
14545,Neural_Networks,2
14549,Theory,2
14807,Theory,2
15076,Neural_Networks,2
15429,Theory,19
15431,Theory,1
15670,Genetic_Algorithms,1
15889,Case_Based,7
15892,Case_Based,2
15984,Probabilistic_Methods,4
15987,Probabilistic_Methods,6
16008,Probabilistic_Methods,11
16437,Neural_Networks,6
16451,Neural_Networks,1
16461,Neural_Networks,1
16470,Neural_Networks,1
16471,Neural_Networks,5
16474,Neural_Networks,1
16476,Neural_Networks,4
16485,Neural_Networks,8
16819,Probabilistic_Methods,12
16843,Probabilistic_Methods,3
17201,Reinforcement_Learning,7
17208,Reinforcement_Learning,5
17242,Probabilistic_Methods,2
17363,Neural_Networks,1
17476,Reinforcement_Learning,9
17477,Genetic_Algorithms,1
17488,Reinforcement_Learning,1
17798,Case_Based,6
17811,Genetic_Algorithms,2
17821,Reinforcement_Learning,1
18251,Case_Based,1
18313,Reinforcement_Learning,1
18532,Neural_Networks,1
18536,Neural_Networks,3
18582,Genetic_Algorithms,0
18615,Rule_Learning,3
18619,Theory,3
18770,Probabilistic_Methods,3
18773,Probabilistic_Methods,2
18774,Probabilistic_Methods,1
18777,Probabilistic_Methods,13
18781,Theory,3
18785,Probabilistic_Methods,0
18811,Probabilistic_Methods,3
18812,Probabilistic_Methods,2
18815,Case_Based,2
18832,Reinforcement_Learning,4
18833,Reinforcement_Learning,0
18834,Reinforcement_Learning,3
19045,Genetic_Algorithms,4
19231,Theory,6
19621,Neural_Networks,31
19697,Neural_Networks,5
20178,Case_Based,3
20179,Case_Based,4
20180,Case_Based,2
20193,Case_Based,22
20526,Reinforcement_Learning,2
20528,Case_Based,3
20534,Reinforcement_Learning,7
20584,Neural_Networks,8
20592,Neural_Networks,1
20593,Neural_Networks,0
20601,Theory,11
20602,Theory,9
20821,Rule_Learning,2
20833,Case_Based,0
20850,Theory,0
20857,Rule_Learning,2
20920,Probabilistic_Methods,0
20923,Probabilistic_Methods,5
20924,Probabilistic_Methods,6
20942,Theory,0
20972,Reinforcement_Learning,1
22229,Genetic_Algorithms,11
22241,Genetic_Algorithms,4
22386,Case_Based,8
22431,Rule_Learning,6
22563,Neural_Networks,19
22564,Case_Based,3
22566,Case_Based,2
22835,Neural_Networks,2
22869,Case_Based,1
22874,Case_Based,1
22875,Case_Based,3
22876,Case_Based,0
22883,Theory,1
22886,Case_Based,3
23069,Probabilistic_Methods,2
23070,Probabilistic_Methods,5
23116,Theory,5
23258,Reinforcement_Learning,3
23448,Neural_Networks,0
23502,Neural_Networks,2
23507,Neural_Networks,7
23545,Theory,0
23546,Rule_Learning,1
23738,Theory,15
23774,Reinforcement_Learning,3
24043,Neural_Networks,3
24476,Probabilistic_Methods,3
24530,Reinforcement_Learning,1
24966,Theory,29
24974,Neural_Networks,6
25181,Neural_Networks,6
25184,Neural_Networks,2
25413,Rule_Learning,0
25702,Neural_Networks,8
25772,Neural_Networks,6
25791,Neural_Networks,2
25794,Neural_Networks,1
25805,Theory,4
26850,Neural_Networks,1
27174,Neural_Networks,4
27199,Theory,2
27203,Theory,3
27230,Rule_Learning,1
27241,Theory,2
27243,Theory,2
27246,Neural_Networks,1
27249,Theory,2
27250,Theory,0
27510,Theory,4
27514,Neural_Networks,1
27530,Neural_Networks,5
27531,Neural_Networks,2
27535,Probabilistic_Methods,5
27543,Neural_Networks,3
27606,Theory,3
27612,Theory,2
27623,Neural_Networks,9
27627,Theory,9
27631,Case_Based,3
27632,Reinforcement_Learning,1
27895,Theory,7
28026,Case_Based,2
28202,Reinforcement_Learning,3
28227,Reinforcement_Learning,2
28230,Probabilistic_Methods,2
28249,Reinforcement_Learning,3
28254,Neural_Networks,4
28265,Case_Based,2
28267,Case_Based,1
28278,Reinforcement_Learning,1
28287,Reinforcement_Learning,8
28290,Reinforcement_Learning,6
28336,Genetic_Algorithms,1
28350,Reinforcement_Learning,12
28359,Reinforcement_Learning,1
28385,Reinforcement_Learning,3
28387,Reinforcement_Learning,1
28389,Reinforcement_Learning,1
28412,Reinforcement_Learning,4
28447,Case_Based,3
28456,Theory,0
28471,Reinforcement_Learning,1
28473,Reinforcement_Learning,0
28485,Reinforcement_Learning,2
28487,Reinforcement_Learning,5
28489,Reinforcement_Learning,2
28491,Reinforcement_Learning,4
28504,Reinforcement_Learning,6
28542,Reinforcement_Learning,2
28632,Theory,1
28640,Theory,2
28641,Theory,0
28649,Theory,3
28674,Theory,0
28851,Genetic_Algorithms,3
28957,Probabilistic_Methods,9
28964,Probabilistic_Methods,2
29492,Neural_Networks,8
29708,Neural_Networks,1
29723,Probabilistic_Methods,4
29738,Probabilistic_Methods,1
30817,Neural_Networks,4
30895,Theory,5
30901,Theory,0
30934,Theory,1
30973,Neural_Networks,0
31043,Neural_Networks,0
31055,Neural_Networks,1
31083,Theory,2
31097,Case_Based,0
31105,Neural_Networks,2
31336,Neural_Networks,3
31349,Neural_Networks,1
31353,Neural_Networks,19
31479,Probabilistic_Methods,7
31483,Probabilistic_Methods,4
31489,Probabilistic_Methods,11
31769,Neural_Networks,2
31863,Probabilistic_Methods,2
31927,Neural_Networks,4
31932,Neural_Networks,1
32083,Neural_Networks,10
32260,Theory,2
32276,Theory,6
32688,Neural_Networks,2
32698,Probabilistic_Methods,1
32872,Reinforcement_Learning,1
33013,Reinforcement_Learning,0
33231,Probabilistic_Methods,8
33301,Case_Based,2
33303,Case_Based,0
33325,Theory,3
33412,Neural_Networks,3
33818,Neural_Networks,5
33823,Neural_Networks,5
33895,Genetic_Algorithms,6
33904,Genetic_Algorithms,2
33907,Genetic_Algorithms,5
34082,Probabilistic_Methods,2
34257,Neural_Networks,13
34263,Neural_Networks,3
34266,Neural_Networks,3
34315,Neural_Networks,2
34355,Neural_Networks,1
34708,Neural_Networks,3
34961,Neural_Networks,2
34979,Theory,3
35061,Genetic_Algorithms,12
35070,Case_Based,0
35335,Neural_Networks,3
35343,Neural_Networks,1
35490,Case_Based,4
35778,Probabilistic_Methods,7
35797,Neural_Networks,10
35852,Reinforcement_Learning,4
35854,Theory,0
35863,Reinforcement_Learning,3
35905,Neural_Networks,4
35922,Probabilistic_Methods,13
36131,Probabilistic_Methods,3
36140,Theory,12
36145,Neural_Networks,5
36162,Probabilistic_Methods,7
36167,Reinforcement_Learning,1
36620,Case_Based,3
36802,Probabilistic_Methods,6
37483,Case_Based,5
37541,Theory,2
37879,Probabilistic_Methods,1
37884,Probabilistic_Methods,1
37888,Probabilistic_Methods,5
37998,Rule_Learning,0
38000,Rule_Learning,0
38205,Genetic_Algorithms,11
38480,Reinforcement_Learning,1
38537,Probabilistic_Methods,6
38722,Theory,6
38771,Neural_Networks,1
38829,Case_Based,3
38839,Case_Based,1
38845,Case_Based,2
38846,Case_Based,2
39124,Case_Based,0
39126,Probabilistic_Methods,2
39127,Rule_Learning,16
39130,Case_Based,4
39131,Case_Based,4
39165,Probabilistic_Methods,3
39199,Neural_Networks,3
39210,Neural_Networks,2
39403,Reinforcement_Learning,1
39474,Genetic_Algorithms,1
39890,Probabilistic_Methods,18
39904,Neural_Networks,0
40124,Theory,2
40125,Probabilistic_Methods,1
40131,Neural_Networks,1
40135,Neural_Networks,2
40151,Theory,9
40583,Probabilistic_Methods,0
40605,Probabilistic_Methods,3
40886,Neural_Networks,7
40922,Case_Based,0
41216,Neural_Networks,1
41417,Case_Based,3
41666,Theory,1
41714,Genetic_Algorithms,11
41732,Reinforcement_Learning,0
42156,Neural_Networks,4
42207,Theory,1
42209,Theory,1
42221,Theory,5
42847,Neural_Networks,1
42848,Genetic_Algorithms,2
43165,Neural_Networks,1
43186,Neural_Networks,3
43639,Neural_Networks,2
43698,Neural_Networks,3
44017,Theory,3
44121,Probabilistic_Methods,1
44368,Genetic_Algorithms,1
44455,Genetic_Algorithms,6
44514,Neural_Networks,3
45052,Probabilistic_Methods,2
45061,Theory,0
45188,Theory,5
45189,Theory,8
45212,Neural_Networks,2
45533,Neural_Networks,6
45599,Genetic_Algorithms,0
45603,Reinforcement_Learning,2
45605,Genetic_Algorithms,9
46079,Genetic_Algorithms,2
46431,Neural_Networks,0
46452,Rule_Learning,2
46468,Probabilistic_Methods,1
46470,Theory,1
46476,Rule_Learning,0
46491,Theory,12
46500,Theory,1
46501,Theory,2
46536,Neural_Networks,0
46547,Theory,4
46887,Neural_Networks,5
47570,Case_Based,1
47682,Neural_Networks,3
47683,Case_Based,0
47684,Case_Based,0
47839,Reinforcement_Learning,1
48066,Theory,0
48075,Rule_Learning,0
48550,Neural_Networks,2
48555,Neural_Networks,2
48764,Reinforcement_Learning,2
48766,Genetic_Algorithms,2
48768,Reinforcement_Learning,1
48781,Genetic_Algorithms,4
49482,Neural_Networks,4
49660,Theory,2
49720,Probabilistic_Methods,1
49753,Probabilistic_Methods,1
49811,Theory,2
49843,Rule_Learning,3
49844,Rule_Learning,1
49847,Rule_Learning,1
49895,Rule_Learning,0
50336,Probabilistic_Methods,5
50337,Probabilistic_Methods,3
50354,Neural_Networks,3
50381,Theory,1
50807,Genetic_Algorithms,1
50838,Neural_Networks,2
50980,Case_Based,1
51045,Probabilistic_Methods,1
51049,Probabilistic_Methods,5
51052,Probabilistic_Methods,2
51180,Theory,4
51831,Neural_Networks,0
51834,Theory,0
51866,Theory,4
51879,Probabilistic_Methods,4
51909,Rule_Learning,3
51934,Neural_Networks,1
52000,Neural_Networks,2
52003,Neural_Networks,3
52007,Neural_Networks,1
52515,Probabilistic_Methods,3
52784,Theory,1
52835,Rule_Learning,1
52847,Theory,2
53942,Theory,2
54129,Genetic_Algorithms,14
54131,Genetic_Algorithms,11
54132,Genetic_Algorithms,8
54550,Case_Based,1
54844,Theory,1
55403,Rule_Learning,1
55770,Case_Based,3
55801,Case_Based,1
55968,Reinforcement_Learning,1
56112,Genetic_Algorithms,7
56115,Genetic_Algorithms,10
56119,Genetic_Algorithms,4
56167,Case_Based,5
56708,Reinforcement_Learning,3
56709,Genetic_Algorithms,5
57119,Genetic_Algorithms,11
57764,Theory,1
57773,Rule_Learning,2
57922,Theory,2
57932,Neural_Networks,1
57948,Theory,3
58268,Rule_Learning,3
58436,Case_Based,2
58453,Genetic_Algorithms,1
58454,Case_Based,2
58540,Reinforcement_Learning,1
58552,Neural_Networks,2
58758,Genetic_Algorithms,6
59045,Theory,1
59244,Case_Based,0
59626,Theory,5
59715,Genetic_Algorithms,1
59772,Neural_Networks,1
59798,Neural_Networks,8
60159,Neural_Networks,2
60169,Neural_Networks,1
60170,Neural_Networks,1
60560,Neural_Networks,0
60682,Case_Based,1
61069,Genetic_Algorithms,5
61073,Genetic_Algorithms,1
61312,Genetic_Algorithms,1
61417,Rule_Learning,3
62274,Theory,3
62329,Genetic_Algorithms,5
62333,Neural_Networks,0
62347,Reinforcement_Learning,1
62389,Case_Based,1
62417,Probabilistic_Methods,2
62607,Rule_Learning,1
62634,Genetic_Algorithms,1
62676,Neural_Networks,2
62718,Case_Based,1
63477,Case_Based,0
63486,Theory,3
63549,Neural_Networks,1
63812,Case_Based,3
63832,Genetic_Algorithms,0
63835,Case_Based,2
63915,Neural_Networks,4
63931,Rule_Learning,5
64271,Case_Based,5
64319,Theory,2
64484,Reinforcement_Learning,1
64519,Reinforcement_Learning,3
65057,Probabilistic_Methods,4
65074,Probabilistic_Methods,10
65212,Neural_Networks,3
65650,Theory,4
65653,Theory,2
66556,Genetic_Algorithms,5
66563,Genetic_Algorithms,2
66564,Genetic_Algorithms,4
66594,Theory,1
66596,Rule_Learning,2
66751,Theory,5
66782,Rule_Learning,2
66794,Probabilistic_Methods,3
66805,Genetic_Algorithms,2
66809,Reinforcement_Learning,1
66982,Neural_Networks,1
66986,Neural_Networks,1
66990,Neural_Networks,5
67245,Neural_Networks,2
67246,Neural_Networks,1
67292,Neural_Networks,1
67415,Theory,7
67584,Probabilistic_Methods,3
67633,Case_Based,2
68115,Case_Based,1
68224,Neural_Networks,4
68463,Rule_Learning,0
68495,Theory,0
68505,Theory,0
69198,Neural_Networks,3
69284,Genetic_Algorithms,2
69296,Genetic_Algorithms,1
69392,Neural_Networks,1
69397,Theory,0
69418,Neural_Networks,0
70281,Neural_Networks,2
70441,Case_Based,0
70442,Case_Based,2
70444,Case_Based,5
70520,Reinforcement_Learning,2
70970,Genetic_Algorithms,3
71336,Neural_Networks,1
71736,Probabilistic_Methods,2
71904,Neural_Networks,2
72056,Neural_Networks,1
72101,Neural_Networks,1
72406,Reinforcement_Learning,1
72805,Rule_Learning,1
72908,Rule_Learning,4
73119,Probabilistic_Methods,2
73146,Probabilistic_Methods,4
73162,Probabilistic_Methods,10
73323,Case_Based,2
73327,Case_Based,5
73712,Neural_Networks,2
73972,Case_Based,1
74427,Neural_Networks,6
74698,Probabilistic_Methods,2
74700,Probabilistic_Methods,2
74749,Theory,3
74821,Probabilistic_Methods,3
74920,Probabilistic_Methods,1
74921,Probabilistic_Methods,1
74937,Neural_Networks,3
74975,Case_Based,5
75121,Case_Based,4
75318,Neural_Networks,3
75674,Reinforcement_Learning,2
75691,Neural_Networks,0
75693,Reinforcement_Learning,1
75694,Reinforcement_Learning,1
75695,Neural_Networks,4
75969,Rule_Learning,6
75972,Rule_Learning,3
75983,Neural_Networks,2
77108,Theory,2
77112,Theory,0
77438,Probabilistic_Methods,9
77515,Theory,1
77758,Neural_Networks,9
77826,Case_Based,2
77829,Case_Based,2
78508,Neural_Networks,1
78511,Genetic_Algorithms,3
78549,Neural_Networks,0
78552,Neural_Networks,4
78555,Neural_Networks,3
78557,Neural_Networks,5
78994,Neural_Networks,2
79809,Theory,8
79817,Probabilistic_Methods,1
80491,Neural_Networks,3
80515,Neural_Networks,2
80656,Neural_Networks,3
81350,Reinforcement_Learning,2
81714,Case_Based,1
81722,Case_Based,0
82087,Genetic_Algorithms,0
82090,Genetic_Algorithms,1
82098,Genetic_Algorithms,1
82664,Case_Based,2
82666,Case_Based,3
82920,Genetic_Algorithms,23
83449,Case_Based,3
83461,Rule_Learning,1
83725,Genetic_Algorithms,5
83746,Neural_Networks,1
83826,Neural_Networks,1
83847,Neural_Networks,4
84020,Probabilistic_Methods,2
84021,Genetic_Algorithms,7
84459,Theory,0
84695,Neural_Networks,0
85299,Neural_Networks,3
85324,Neural_Networks,2
85352,Genetic_Algorithms,16
85449,Neural_Networks,2
85452,Theory,2
85688,Rule_Learning,5
86258,Theory,1
86359,Reinforcement_Learning,4
86840,Theory,0
86923,Neural_Networks,2
87363,Genetic_Algorithms,1
87417,Genetic_Algorithms,5
87482,Neural_Networks,1
87915,Probabilistic_Methods,4
88356,Probabilistic_Methods,0
89308,Case_Based,2
89335,Case_Based,1
89416,Probabilistic_Methods,5
89547,Theory,12
90470,Probabilistic_Methods,2
90655,Neural_Networks,2
90888,Neural_Networks,3
91038,Probabilistic_Methods,1
91581,Probabilistic_Methods,2
91852,Case_Based,1
91853,Case_Based,4
91975,Reinforcement_Learning,1
92065,Neural_Networks,1
92589,Probabilistic_Methods,3
93273,Theory,2
93318,Neural_Networks,1
93320,Reinforcement_Learning,0
93555,Neural_Networks,5
93755,Theory,1
93923,Rule_Learning,1
94229,Neural_Networks,2
94416,Rule_Learning,1
94639,Genetic_Algorithms,6
94641,Genetic_Algorithms,6
94713,Probabilistic_Methods,0
94953,Neural_Networks,0
95188,Case_Based,2
95198,Case_Based,1
95225,Theory,1
95435,Reinforcement_Learning,0
95579,Reinforcement_Learning,0
95586,Reinforcement_Learning,1
95588,Reinforcement_Learning,1
95589,Reinforcement_Learning,0
95594,Reinforcement_Learning,3
95597,Reinforcement_Learning,1
95642,Case_Based,3
95718,Theory,1
95719,Probabilistic_Methods,1
96335,Neural_Networks,0
96845,Genetic_Algorithms,0
96847,Genetic_Algorithms,1
96851,Genetic_Algorithms,2
97377,Theory,3
97390,Genetic_Algorithms,5
97645,Genetic_Algorithms,2
97892,Case_Based,0
98693,Genetic_Algorithms,2
98698,Genetic_Algorithms,1
99023,Neural_Networks,3
99025,Neural_Networks,0
99030,Neural_Networks,1
100197,Neural_Networks,3
100701,Case_Based,1
100935,Genetic_Algorithms,2
100961,Neural_Networks,1
101143,Case_Based,2
101145,Case_Based,0
101261,Theory,1
101263,Theory,3
101660,Rule_Learning,1
101662,Theory,1
101811,Theory,4
102061,Genetic_Algorithms,1
102406,Theory,0
102879,Theory,1
102884,Theory,1
102938,Neural_Networks,1
102939,Neural_Networks,2
103430,Neural_Networks,2
103482,Neural_Networks,5
103515,Genetic_Algorithms,9
103528,Case_Based,2
103529,Case_Based,1
103531,Case_Based,2
103537,Probabilistic_Methods,1
103543,Probabilistic_Methods,2
104840,Theory,0
105057,Theory,0
105856,Neural_Networks,3
105865,Neural_Networks,2
105899,Probabilistic_Methods,1
106590,Probabilistic_Methods,2
107177,Theory,1
107251,Theory,2
107252,Theory,0
107569,Neural_Networks,2
108047,Genetic_Algorithms,9
108962,Probabilistic_Methods,4
108963,Probabilistic_Methods,2
108974,Probabilistic_Methods,5
108983,Probabilistic_Methods,4
109323,Probabilistic_Methods,1
110041,Genetic_Algorithms,2
110162,Case_Based,2
110163,Case_Based,2
110164,Case_Based,0
111676,Case_Based,1
111770,Probabilistic_Methods,1
111866,Theory,1
112099,Case_Based,1
112378,Case_Based,5
112787,Case_Based,1
112813,Case_Based,0
114189,Probabilistic_Methods,1
114308,Reinforcement_Learning,1
114966,Neural_Networks,1
115188,Neural_Networks,1
116021,Theory,1
116081,Rule_Learning,2
116084,Rule_Learning,4
116087,Rule_Learning,0
116512,Neural_Networks,1
116528,Theory,3
116545,Genetic_Algorithms,6
116552,Genetic_Algorithms,2
116553,Genetic_Algorithms,1
116790,Probabilistic_Methods,1
117315,Genetic_Algorithms,1
117316,Genetic_Algorithms,1
117328,Case_Based,4
118079,Reinforcement_Learning,0
118259,Reinforcement_Learning,2
118260,Reinforcement_Learning,1
118424,Neural_Networks,1
118435,Neural_Networks,1
118436,Neural_Networks,0
118558,Reinforcement_Learning,0
118559,Reinforcement_Learning,2
118682,Probabilistic_Methods,0
118873,Neural_Networks,3
119686,Neural_Networks,2
119712,Genetic_Algorithms,1
119761,Neural_Networks,2
119956,Neural_Networks,0
120013,Neural_Networks,0
120039,Case_Based,0
120084,Neural_Networks,1
120817,Neural_Networks,2
121792,Neural_Networks,1
123556,Neural_Networks,3
123825,Neural_Networks,8
124064,Reinforcement_Learning,3
124224,Neural_Networks,2
124296,Neural_Networks,1
124734,Theory,2
124828,Neural_Networks,1
124952,Probabilistic_Methods,5
126128,Neural_Networks,0
126793,Probabilistic_Methods,2
126867,Case_Based,1
126868,Case_Based,2
126909,Probabilistic_Methods,1
126912,Probabilistic_Methods,2
126920,Probabilistic_Methods,3
126926,Probabilistic_Methods,2
126927,Probabilistic_Methods,5
127033,Genetic_Algorithms,3
127940,Neural_Networks,2
128202,Theory,0
128203,Theory,1
128383,Case_Based,1
128540,Genetic_Algorithms,1
129042,Case_Based,3
129045,Case_Based,2
129287,Neural_Networks,1
129558,Case_Based,0
129896,Probabilistic_Methods,0
129897,Probabilistic_Methods,0
131042,Neural_Networks,1
131117,Neural_Networks,2
131122,Neural_Networks,1
131315,Neural_Networks,1
131317,Neural_Networks,1
131318,Neural_Networks,1
132806,Genetic_Algorithms,3
132821,Theory,1
133550,Neural_Networks,3
133553,Neural_Networks,2
133563,Neural_Networks,3
133566,Neural_Networks,1
133567,Neural_Networks,2
133615,Rule_Learning,3
133628,Theory,1
134060,Theory,1
134128,Reinforcement_Learning,3
134199,Genetic_Algorithms,3
134219,Genetic_Algorithms,4
134307,Probabilistic_Methods,1
134314,Probabilistic_Methods,2
134315,Probabilistic_Methods,1
134316,Probabilistic_Methods,2
134320,Probabilistic_Methods,1
135130,Reinforcement_Learning,3
135464,Neural_Networks,5
135765,Rule_Learning,1
135766,Rule_Learning,3
135798,Case_Based,1
136665,Reinforcement_Learning,1
136766,Rule_Learning,1
136767,Theory,2
136768,Rule_Learning,1
137130,Probabilistic_Methods,2
137359,Rule_Learning,4
137380,Rule_Learning,3
137790,Theory,5
137849,Probabilistic_Methods,2
137868,Probabilistic_Methods,6
137873,Probabilistic_Methods,0
137956,Rule_Learning,1
139547,Neural_Networks,0
139738,Neural_Networks,1
139865,Neural_Networks,2
140005,Theory,1
140569,Neural_Networks,0
141160,Neural_Networks,4
141171,Neural_Networks,1
141324,Genetic_Algorithms,2
141342,Genetic_Algorithms,7
141347,Genetic_Algorithms,1
141596,Neural_Networks,1
141868,Case_Based,1
142268,Probabilistic_Methods,3
143323,Case_Based,5
143476,Probabilistic_Methods,1
143676,Neural_Networks,1
143801,Neural_Networks,1
144212,Genetic_Algorithms,1
144330,Theory,1
144408,Neural_Networks,2
144679,Case_Based,1
144701,Genetic_Algorithms,6
145134,Neural_Networks,2
145176,Neural_Networks,3
145215,Case_Based,3
